0.00
4.90
0.70
12.40
5.90
4.90
8.30
3.80
10.40
9.70
1.30
6.30
2.00
0.00
6.30
14.40
10.50
6.80
1.10
0.40
3.80
4.60
5.40
7.20
0.60
10.30
4.30
6.30
4.00
4.00
2.20
5.80
8.20
1.80
0.40
7.60
5.00
4.20
0.10
1.70
5.90
4.40
10.20
4.20
8.20
11.80
0.00
2.30
10.40
1.10
6.60
6.20
4.20
0.20
2.20
5.80
0.50
9.50
0.70
2.00
10.00
11.80
8.90
2.40
5.40
11.30
1.80
8.30
11.90
2.20
0.20
2.50
7.10
5.90
3.00
11.30
6.60
2.20
0.10
0.00
0.20
11.40
2.50
6.50
3.40
7.00
0.50
6.80
1.80
1.00
0.00
2.40
6.20
10.50
1.90
2.80
3.10
0.00
12.90
11.40
0.80
1.50
0.30
0.00
0.60
6.60
0.00
0.00
2.60
5.50
2.30
0.00
4.90
4.90
0.50
1.30
0.10
6.80
1.00
0.20
9.40
9.30
3.50
0.10
9.10
7.00
6.70
0.70
0.00
6.90
7.20
1.50
7.30
6.10
4.60
10.90
11.00
0.90
9.80
6.30
10.40
11.50
6.80
7.70
10.10
6.30
2.60
0.00
4.20
0.10
0.30
9.60
4.10
6.70
1.50
11.40
10.60
1.20
0.00
8.20
10.00
2.20
1.70
5.60
4.70
7.20
10.20
1.00
0.30
6.40
3.90
0.10
1.30
1.10
6.40
1.30
1.40
2.20
1.00
8.30
8.90
2.80
10.40
5.70
8.70
6.60
2.40
0.90
7.70
2.00
0.10
2.50
4.70
